X,Y,FID,OBJECTID,ID,INV_MOVIMI,F35DOV_TIP,TIPO,SUBTIPO_MO,SUBTIPO,CLAS_MAPA,ETIQUETA_M,ESRI_OID
-8376111.3964,494815.992600001,1873,-7.58397098088e+56,11526,24401,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5971
-8307742.6758,544766.0836,1874,-7.58397098088e+56,4264,27986,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1849
-8488049.3288,399124.151700001,1875,-7.58397098088e+56,11758,24748,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6128
-8403570.2042,587700.036400001,1876,-7.58397098088e+56,11505,19986,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5957
-8597606.261,228779.6741,1877,-7.58397098088e+56,11490,20086,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5954
-8188197.9115,671908.3442,1878,-7.58397098088e+56,4564,28014,72,Reptación,8,Reptacion de suelos,Reptación,lr,1389
-8189589.4051,671659.594099998,1879,-7.58397098088e+56,4565,28012,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1390
-8191846.7171,669992.994899999,1880,-7.58397098088e+56,4566,28011,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1391
-8192774.3794,666715.897300001,1881,-7.58397098088e+56,4567,28010,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1392
-8358398.9193,706613.840399999,1882,-7.58397098088e+56,2586,30734,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2134
-8358169.8157,701631.407299999,1883,-7.58397098088e+56,2587,30733,67,Caida,23,Caida de Tierras,Caida,ct,2135
-8365175.7694,697764.3303,1884,-7.58397098088e+56,2588,30729,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2136
-8364365.1154,697071.477600001,1885,-7.58397098088e+56,2589,30728,67,Caida,20,Caida de detritos,Caida,cd,2137
-8474474.5354,610963.013799999,1886,-7.58397098088e+56,2590,30879,72,Reptación,8,Reptacion de suelos,Reptación,lr,2138
-8456294.5888,667069.154800002,1887,-7.58397098088e+56,2592,30837,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2139
-8403488.3225,587314.6395,1888,-7.58397098088e+56,2130,31067,67,Caida,20,Caida de detritos,Caida,cd,2841
-8402255.3478,589562.137699999,1889,-7.58397098088e+56,2131,31066,71,Flujo,5,Flujo de detritos,Flujo,fd,2842
-8396925.0366,588700.088799998,1890,-7.58397098088e+56,2132,31065,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2843
-8398892.4973,588157.2192,1891,-7.58397098088e+56,2134,31064,72,Reptación,8,Reptacion de suelos,Reptación,lr,2844
-8410578.3722,588967.835900001,1892,-7.58397098088e+56,2136,31063,72,Reptación,8,Reptacion de suelos,Reptación,lr,2845
-8410831.0674,592702.2064,1893,-7.58397098088e+56,2137,31062,67,Caida,20,Caida de detritos,Caida,cd,2846
-8431836.4987,587289.709899999,1894,-7.58397098088e+56,2139,31056,67,Caida,15,Caida de roca,Caida,cr,2847
-8227777.5194,392666.828200001,1895,-7.58397098089e+56,2286,31443,67,Caida,20,Caida de detritos,Caida,cd,1941
-8228098.2308,392651.437,1896,-7.58397098089e+56,2287,31440,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1937
-8405201.7521,494426.815,1897,-7.58397098088e+56,2289,31232,67,Caida,20,Caida de detritos,Caida,cd,1939
-8405209.0745,494505.8413,1898,-7.58397098088e+56,2290,31015,67,Caida,20,Caida de detritos,Caida,cd,1940
-8354396.7671,687421.752799999,1899,-7.58397098088e+56,2291,30793,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5663
-8433734.0755,597950.918099999,1900,-7.58397098088e+56,10855,30724,71,Flujo,5,Flujo de detritos,Flujo,fd,5510
-8434069.7903,595598.570799999,1901,-7.58397098088e+56,2293,30723,67,Caida,20,Caida de detritos,Caida,cd,1942
-8308699.8874,660136.1756,1902,-7.58397098088e+56,2438,30908,72,Reptación,8,Reptacion de suelos,Reptación,lr,2033
-8330298.6516,649706.2311,1903,-7.58397098088e+56,2439,30893,67,Caida,20,Caida de detritos,Caida,cd,2034
-8318254.2166,655775.399900001,1904,-7.58397098088e+56,2440,30892,72,Reptación,8,Reptacion de suelos,Reptación,lr,2035
-8318768.958,656285.592399999,1905,-7.58397098088e+56,2441,30891,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2036
-8309505.7292,443428.2848,1906,-7.58397098088e+56,2443,30657,67,Caida,20,Caida de detritos,Caida,cd,2037
-8311340.1631,450409.759199999,1907,-7.58397098088e+56,2444,30656,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2038
-8436867.9472,646084.2018,1908,-7.58397098088e+56,2594,30844,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2140
-8352765.7078,542385.940099999,1909,-7.58397098088e+56,2595,31102,67,Caida,20,Caida de detritos,Caida,cd,2141
-8328727.7109,657684.250799999,1910,-7.58397098088e+56,2596,30963,67,Caida,23,Caida de Tierras,Caida,ct,2142
-8361668.3728,666021.6851,1911,-7.58397098088e+56,2597,30962,71,Flujo,5,Flujo de detritos,Flujo,fd,2143
-8366307.5012,637331.3506,1912,-7.58397098088e+56,2598,30953,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,2144
-8434626.3878,585711.452100001,1913,-7.58397098088e+56,2140,31053,67,Caida,23,Caida de Tierras,Caida,ct,2848
-8439725.3771,582848.2542,1914,-7.58397098088e+56,2141,31041,71,Flujo,17,Flujo de tierra,Flujo,ft,2849
-8451809.887,569103.4395,1915,-7.58397098088e+56,2142,31035,67,Caida,15,Caida de roca,Caida,cr,2850
-8452900.2615,567172.537500001,1916,-7.58397098088e+56,2143,31030,67,Caida,23,Caida de Tierras,Caida,ct,2851
-8454787.9061,564431.454300001,1917,-7.58397098088e+56,2144,31027,67,Caida,15,Caida de roca,Caida,cr,2852
-8453363.9071,562478.2152,1918,-7.58397098088e+56,2145,31025,71,Flujo,5,Flujo de detritos,Flujo,fd,1850
-8428988.1546,600004.8191,1919,-7.58397098088e+56,2294,30721,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1943
-8448087.4746,600056.3895,1920,-7.58397098088e+56,2296,30740,67,Caida,20,Caida de detritos,Caida,cd,1944
-8448406.071,600365.887200002,1921,-7.58397098088e+56,2298,30738,67,Caida,20,Caida de detritos,Caida,cd,1945
-8458231.3519,599061.041900001,1922,-7.58397098088e+56,2299,30725,67,Caida,20,Caida de detritos,Caida,cd,1946
-8415914.2493,596790.648200002,1923,-7.58397098088e+56,2301,30685,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1947
-8360056.2439,515813.962299999,1924,-7.58397098088e+56,2302,31094,73,Deformaciones gravitacionales,14,Deformaciones gravitacionales profundas,Deformación gravitacional profunda,gp,1948
-8335696.2368,622488.779300001,1925,-7.58397098088e+56,2303,30912,71,Flujo,5,Flujo de detritos,Flujo,fd,1949
-8361412.6719,516825.376600001,1926,-7.58397098088e+56,2304,31090,67,Caida,20,Caida de detritos,Caida,cd,1950
-8317835.9893,434898.397,1927,-7.58397098088e+56,2448,30629,72,Reptación,8,Reptacion de suelos,Reptación,lr,2041
-8320151.9913,438008.584199999,1928,-7.58397098088e+56,2449,30626,67,Caida,15,Caida de roca,Caida,cr,2042
-8316048.4209,462154.2335,1929,-7.58397098088e+56,2450,30335,67,Caida,20,Caida de detritos,Caida,cd,2043
-8317249.5582,461705.220100001,1930,-7.58397098088e+56,2451,30323,67,Caida,20,Caida de detritos,Caida,cd,2044
-8321074.4959,471455.454399999,1931,-7.58397098088e+56,2452,30304,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2045
-8318859.6834,433786.5251,1932,-7.58397098088e+56,2445,30655,67,Caida,15,Caida de roca,Caida,cr,2039
-8317450.3786,433441.864300001,1933,-7.58397098088e+56,2446,30651,67,Caida,15,Caida de roca,Caida,cr,2040
-8364536.6308,641260.546300001,1934,-7.58397098088e+56,2599,30952,71,Flujo,5,Flujo de detritos,Flujo,fd,2145
-8364546.9835,637245.094500002,1935,-7.58397098088e+56,2600,30951,67,Caida,15,Caida de roca,Caida,cr,2146
-8333222.9033,662965.931200001,1936,-7.58397098088e+56,2602,30911,67,Caida,20,Caida de detritos,Caida,cd,2147
-8328778.8066,655681.956500001,1937,-7.58397098088e+56,2603,30905,67,Caida,23,Caida de Tierras,Caida,ct,2148
-8356438.5312,685787.157,1938,-7.58397098088e+56,2604,30810,71,Flujo,5,Flujo de detritos,Flujo,fd,2149
-8367062.1575,687964.176800001,1939,-7.58397098088e+56,2605,30787,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2150
-8312345.8233,667869.515099999,1940,-7.58397098088e+56,2607,30906,72,Reptación,8,Reptacion de suelos,Reptación,lr,2151
-8452145.9606,561717.8541,1941,-7.58397098088e+56,2146,31023,67,Caida,15,Caida de roca,Caida,cr,1851
-8450216.0146,560144.969099998,1942,-7.58397098088e+56,2148,31020,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1852
-8449637.0419,556225.252599999,1943,-7.58397098088e+56,2150,31018,67,Caida,20,Caida de detritos,Caida,cd,1853
-8449047.3826,552819.961599998,1944,-7.58397098088e+56,2151,31016,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1854
-8445764.7934,564954.4727,1945,-7.58397098088e+56,2153,31014,72,Reptación,8,Reptacion de suelos,Reptación,lr,1855
-8439171.7335,564604.023699999,1946,-7.58397098088e+56,2154,31010,67,Caida,15,Caida de roca,Caida,cr,1856
-8064773.2796,661094.522,1947,-7.58397098089e+56,2305,31287,71,Flujo,5,Flujo de detritos,Flujo,fd,1951
-8359660.8494,515815.985,1948,-7.58397098088e+56,2306,31083,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1952
-8254225.8059,466994.191399999,1949,-7.58397098088e+56,2308,30613,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5667
-8343241.2245,596302.375700001,1950,-7.58397098088e+56,2310,30848,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1953
-8347848.6146,604098.208900001,1951,-7.58397098088e+56,2312,30847,67,Caida,15,Caida de roca,Caida,cr,1954
-8448557.1315,471190.3484,1952,-7.58397098088e+56,10851,30170,72,Reptación,8,Reptacion de suelos,Reptación,lr,5507
-8450046.9203,465447.9608,1953,-7.58397098088e+56,2314,30184,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1955
-8322680.5022,457170.235,1954,-7.58397098088e+56,2453,30298,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2046
-8359635.6789,525483.352200001,1955,-7.58397098088e+56,2455,31115,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2047
-8331388.7647,679934.565400001,1956,-7.58397098088e+56,2457,30789,71,Flujo,5,Flujo de detritos,Flujo,fd,2048
-8308246.2605,447566.642499998,1957,-7.58397098088e+56,2458,30658,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2049
-8415500.8706,661674.670400001,1958,-7.58397098088e+56,2459,30853,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2050
-8350848.0564,600060.414799999,1959,-7.58397098088e+56,2460,30868,72,Reptación,9,Solifluxion,Reptación,ls,2051
-8444977.201,673745.692899998,1960,-7.58397098088e+56,2462,30832,67,Caida,15,Caida de roca,Caida,cr,2052
-8442077.7086,669513.6096,1961,-7.58397098088e+56,2608,30833,71,Flujo,6,Flujo de lodo,Flujo,fl,2152
-8073612.0471,615766.6468,1962,-7.58397098089e+56,2609,31318,67,Caida,20,Caida de detritos,Caida,cd,2153
-8358130.0828,518359.833799999,1963,-7.58397098088e+56,2610,31110,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2154
-8435686.3225,647868.4925,1964,-7.58397098088e+56,2612,30864,67,Caida,20,Caida de detritos,Caida,cd,2155
-8466403.8723,620220.747400001,1965,-7.58397098088e+56,2613,30880,71,Flujo,5,Flujo de detritos,Flujo,fd,2156
-8368712.9997,619177.422400001,1966,-7.58397098088e+56,10869,30928,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,5517
-8441456.6178,573885.0407,1967,-7.58397098088e+56,2156,31007,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1857
-8439171.7335,564604.023699999,1968,-7.58397098088e+56,2158,31003,67,Caida,15,Caida de roca,Caida,cr,1858
-8381442.2766,548727.786200002,1969,-7.58397098088e+56,2160,31002,71,Flujo,16,Avalancha de detritos,Avalancha,ar,1859
-8439171.7335,564604.023699999,1970,-7.58397098088e+56,2162,31000,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1860
-8412157.5505,568135.914500002,1971,-7.58397098088e+56,2163,30998,67,Caida,15,Caida de roca,Caida,cr,1861
-8426364.9231,568712.717399999,1972,-7.58397098088e+56,2165,30997,72,Reptación,8,Reptacion de suelos,Reptación,lr,1862
-8448859.4753,461804.442600001,1973,-7.58397098088e+56,2315,30181,67,Caida,20,Caida de detritos,Caida,cd,1956
-8453533.7807,470949.688700002,1974,-7.58397098088e+56,2317,30263,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1957
-8456772.5718,462393.380800001,1975,-7.58397098088e+56,2319,30165,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1958
-8456457.1665,463069.567,1976,-7.58397098088e+56,2321,30163,67,Caida,20,Caida de detritos,Caida,cd,1959
-8378638.6581,457505.213500001,1977,-7.58397098088e+56,2322,30675,67,Caida,20,Caida de detritos,Caida,cd,1960
-8455983.3661,466695.390500002,1978,-7.58397098088e+56,2324,30254,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1961
-8418879.0213,623325.920400001,1979,-7.58397098088e+56,2463,30702,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2053
-8353940.2645,615902.381900001,1980,-7.58397098088e+56,2465,30903,72,Reptación,8,Reptacion de suelos,Reptación,lr,2054
-8363185.9667,611460.0405,1981,-7.58397098088e+56,2467,30899,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,2055
-8060338.645,598801.529399998,1982,-7.58397098089e+56,2469,31311,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2056
-8060330.0734,598159.740400001,1983,-7.58397098089e+56,2471,31309,72,Reptación,8,Reptacion de suelos,Reptación,lr,2057
-8061932.8514,659737.1954,1984,-7.58397098089e+56,2472,31285,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2058
-8063984.8036,662368.497699998,1985,-7.58397098089e+56,2474,31281,67,Caida,20,Caida de detritos,Caida,cd,2059
-8071793.2846,589861.0792,1986,-7.58397098089e+56,2615,31418,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2157
-8407580.798,561742.898899999,1987,-7.58397098088e+56,2627,31135,71,Flujo,6,Flujo de lodo,Flujo,fl,2165
-8403700.2748,555676.372699998,1988,-7.58397098088e+56,2629,31131,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2166
-8409100.9399,561655.3851,1989,-7.58397098088e+56,2631,31129,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2167
-8392538.6034,573974.680599999,1990,-7.58397098088e+56,2633,31127,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2168
-8394841.915,573481.103599999,1991,-7.58397098088e+56,2635,31125,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2169
-8410040.9217,592769.733899999,1992,-7.58397098088e+56,2637,31061,67,Caida,20,Caida de detritos,Caida,cd,2170
-8454388.1701,548314.702799998,1993,-7.58397098088e+56,2166,30976,72,Reptación,8,Reptacion de suelos,Reptación,lr,1863
-8430778.5183,547268.919500001,1994,-7.58397098088e+56,2168,30975,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1864
-8427639.5313,544051.066799998,1995,-7.58397098088e+56,2170,30973,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1865
-8428174.4214,545650.870099999,1996,-7.58397098088e+56,2172,30971,67,Caida,20,Caida de detritos,Caida,cd,1866
-8428972.3595,545704.275600001,1997,-7.58397098088e+56,2174,30970,67,Caida,20,Caida de detritos,Caida,cd,1867
-8427721.1285,547890.026500002,1998,-7.58397098088e+56,2175,30968,71,Flujo,5,Flujo de detritos,Flujo,fd,1868
-8458223.1142,466736.019299999,1999,-7.58397098088e+56,2326,30246,72,Reptación,8,Reptacion de suelos,Reptación,lr,1962
-8061821.9772,660745.786499999,2000,-7.58397098089e+56,2327,31283,71,Flujo,5,Flujo de detritos,Flujo,fd,1963
-8066837.0316,665756.083,2001,-7.58397098089e+56,2328,31273,67,Caida,20,Caida de detritos,Caida,cd,1964
-8364113.6291,613075.403099999,2002,-7.58397098088e+56,2330,30900,67,Caida,23,Caida de Tierras,Caida,ct,1965
-8390375.6657,468167.081300002,2003,-7.58397098088e+56,2332,30676,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1966
-8405442.6475,456432.0788,2004,-7.58397098088e+56,2334,30659,67,Caida,23,Caida de Tierras,Caida,ct,1967
-8398389.2095,449642.916200001,2005,-7.58397098088e+56,2335,30560,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,1968
-8348467.0563,605464.901500002,2006,-7.58397098088e+56,2476,30865,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2060
-8026456.2574,642973.3178,2007,-7.58397098089e+56,2478,31379,67,Caida,15,Caida de roca,Caida,cr,2061
-8352786.3019,545900.1336,2008,-7.58397098088e+56,2480,31100,67,Caida,23,Caida de Tierras,Caida,ct,2062
-8356197.5764,599532.4133,2009,-7.58397098088e+56,2481,30872,72,Reptación,8,Reptacion de suelos,Reptación,lr,2063
-8068161.4862,625585.546399999,2010,-7.58397098089e+56,2483,31324,67,Caida,20,Caida de detritos,Caida,cd,2064
-8026355.1422,641815.623100001,2011,-7.58397098089e+56,2485,31387,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2065
-8442051.2865,587709.824499998,2012,-7.58397098088e+56,2639,31044,67,Caida,23,Caida de Tierras,Caida,ct,2171
-8397478.5542,490784.117199998,2013,-7.58397098088e+56,2640,31021,67,Caida,20,Caida de detritos,Caida,cd,2172
-8443819.1514,552671.350299999,2014,-7.58397098088e+56,2641,31006,71,Flujo,5,Flujo de detritos,Flujo,fd,2173
-8099420.6176,583383.741799999,2015,-7.58397098088e+56,5203,25901,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1529
-8422772.8164,542097.126200002,2016,-7.58397098088e+56,5204,24812,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1530
-8289220.3494,546100.597800002,2017,-7.58397098088e+56,5206,26257,72,Reptación,8,Reptacion de suelos,Reptación,lr,1531
-8068343.9265,694113.433400001,2018,-7.58397098088e+56,5437,29890,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,1698
-8067416.264,697877.3039,2019,-7.58397098088e+56,5438,29886,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,1699
-8064664.1988,710663.8367,2020,-7.58397098088e+56,5439,29879,71,Flujo,5,Flujo de detritos,Flujo,fd,1700
-8371689.5389,332129.4584,2021,-7.58397098088e+56,5440,29819,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1701
-8372091.5259,311106.657200001,2022,-7.58397098088e+56,5442,29807,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1702
-8108542.6315,755672.993,2023,-7.58397098088e+56,5444,30352,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1703
-8071157.8358,730113.547800001,2024,-7.58397098088e+56,5445,29763,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,1704
-8065220.7963,718629.6325,2025,-7.58397098088e+56,5446,29765,69,Deslizamiento,82,Deslizamiento traslacional planar,Deslizamiento,dtp,1705
-8521270.7756,268960.775400002,2026,-7.58397098089e+56,12321,35222,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6542
-8521127.6063,268932.3017,2027,-7.58397098089e+56,12323,35223,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6544
-8134173.635,582835.0636,2028,-7.58397098089e+56,12324,35224,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6545
-8417423.2963,511969.194600001,2029,-7.58397098089e+56,12325,35225,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6546
-8424467.3464,504586.358199999,2030,-7.58397098089e+56,12326,35226,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6547
-8422939.7956,505237.757599998,2031,-7.58397098089e+56,12327,35227,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6548
-8423944.7631,514050.781500001,2032,-7.58397098089e+56,12328,35228,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6549
-8434223.2629,477802.800500002,2033,-7.58397098089e+56,12329,35229,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6550
-8436901.115,480509.919399999,2034,-7.58397098089e+56,12330,35230,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6551
-8422556.3617,487689.010499999,2035,-7.58397098089e+56,12331,35231,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6552
-8438512.1554,460591.482900001,2036,-7.58397098089e+56,12332,35232,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6553
-8437748.38,467182.912900001,2037,-7.58397098089e+56,12333,35233,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6554
-8423944.7631,510328.160700001,2038,-7.58397098089e+56,12334,35234,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6555
-8436687.7527,468767.2863,2039,-7.58397098089e+56,12336,35236,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6556
-8437770.0255,466224.861400001,2040,-7.58397098089e+56,12337,35237,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6557
-8416875.9755,491761.053599998,2041,-7.58397098089e+56,12725,35238,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6816
-8427803.8388,492474.379500002,2042,-7.58397098089e+56,12338,35239,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6558
-8533236.1862,120535.775899999,2043,-7.58397098087e+56,5711,17339,71,Flujo,16,Avalancha de detritos,Avalancha,ar,1813
-8427132.8297,483183.012699999,2044,-7.58397098089e+56,12339,35240,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6559
-8431780.4184,509549.534600001,2045,-7.58397098089e+56,12340,35241,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6560
-8429080.9208,483589.255899999,2046,-7.58397098089e+56,12669,35242,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6803
-8177571.2292,580524.265799999,2047,-7.58397098089e+56,12341,35243,72,Reptación,8,Reptacion de suelos,Reptación,lr,6561
-8177809.3293,580657.161,2048,-7.58397098089e+56,12355,35248,72,Reptación,8,Reptacion de suelos,Reptación,lr,6571
-8528470.6729,269838.508,2049,-7.58397098089e+56,12342,35252,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6562
-8304928.7664,438696.911899999,2050,-7.58397098088e+56,11511,24682,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,5962
-8528507.7793,269730.183899999,2051,-7.58397098089e+56,12406,35253,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6613
-8528820.0923,269928.2623,2052,-7.58397098089e+56,12407,35254,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6614
-8528866.4754,269937.5473,2053,-7.58397098089e+56,12408,35255,67,Caida,23,Caida de Tierras,Caida,ct,6615
-8528857.1989,269881.837699998,2054,-7.58397098089e+56,12409,35256,67,Caida,23,Caida de Tierras,Caida,ct,6616
-8529586.9599,273143.978500001,2055,-7.58397098089e+56,12410,35257,67,Caida,23,Caida de Tierras,Caida,ct,6617
-8529568.4067,273150.1686,2056,-7.58397098089e+56,12411,35258,67,Caida,23,Caida de Tierras,Caida,ct,6618
-8529951.8405,273159.453699999,2057,-7.58397098089e+56,12412,35259,67,Caida,23,Caida de Tierras,Caida,ct,6619
-8529815.7833,272970.656199999,2058,-7.58397098089e+56,12414,35260,67,Caida,23,Caida de Tierras,Caida,ct,6620
-8530205.4016,273162.548799999,2059,-7.58397098089e+56,12415,35261,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6621
-8530227.047,273181.119100001,2060,-7.58397098089e+56,12416,35262,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6622
-8530155.9262,273239.925,2061,-7.58397098089e+56,12417,35263,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6623
-8529992.0392,273323.4912,2062,-7.58397098089e+56,12418,35264,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,6624
-8309659.8448,544890.2234,2063,-7.58397098088e+56,11755,26004,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,6125
-8280654.9331,480302.153499998,2064,-7.58397098088e+56,5207,26416,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1532
-8301187.1947,536573.305599999,2065,-7.58397098088e+56,5208,26003,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1533
-8290055.2456,558950.406199999,2066,-7.58397098088e+56,5209,26318,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1534
-8287519.635,517894.570599999,2067,-7.58397098088e+56,5210,24833,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1535
-8232323.7208,526240.491300002,2068,-7.58397098088e+56,5211,24832,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1536
-8224005.6811,564693.198899999,2069,-7.58397098088e+56,5212,24821,71,Flujo,6,Flujo de lodo,Flujo,fl,1537
-8122643.1002,756264.644200001,2070,-7.58397098088e+56,5448,30389,67,Caida,15,Caida de roca,Caida,cr,1706
-8402024.1001,799099.026500002,2071,-7.58397098089e+56,5449,31985,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1707
-8402024.1001,798444.5638,2072,-7.58397098089e+56,5451,31982,67,Caida,15,Caida de roca,Caida,cr,1708
-8448530.9095,796013.775600001,2073,-7.58397098089e+56,5452,31919,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1709
-8400045.0869,796886.353,2074,-7.58397098089e+56,5454,31960,72,Reptación,8,Reptacion de suelos,Reptación,lr,1710
-8393273.1513,813436.987500001,2075,-7.58397098089e+56,5455,31966,67,Caida,20,Caida de detritos,Caida,cd,1711
